"Kostelní Radouň","http://ruian.linked.opendata.cz/resource/casti-obci/70548","http://ruian.linked.opendata.cz/resource/obce/509108"
"Arneštovice","http://ruian.linked.opendata.cz/resource/casti-obci/418","http://ruian.linked.opendata.cz/resource/obce/509388"
"Otice","http://ruian.linked.opendata.cz/resource/casti-obci/116483","http://ruian.linked.opendata.cz/resource/obce/509612"
"Křižanov","http://ruian.linked.opendata.cz/resource/casti-obci/9318","http://ruian.linked.opendata.cz/resource/obce/509752"
"Nový Dvůr","http://ruian.linked.opendata.cz/resource/casti-obci/107301","http://ruian.linked.opendata.cz/resource/obce/510343"
"Stěbořice","http://ruian.linked.opendata.cz/resource/casti-obci/155438","http://ruian.linked.opendata.cz/resource/obce/510343"
"Jamnice","http://ruian.linked.opendata.cz/resource/casti-obci/56634","http://ruian.linked.opendata.cz/resource/obce/510343"
"Sedlec","http://ruian.linked.opendata.cz/resource/casti-obci/146803","http://ruian.linked.opendata.cz/resource/obce/511081"
"Brodek u Přerova","http://ruian.linked.opendata.cz/resource/casti-obci/12751","http://ruian.linked.opendata.cz/resource/obce/512800"
"Luková","http://ruian.linked.opendata.cz/resource/casti-obci/89036","http://ruian.linked.opendata.cz/resource/obce/512800"
"Domaželice","http://ruian.linked.opendata.cz/resource/casti-obci/30848","http://ruian.linked.opendata.cz/resource/obce/513211"
"Polní Chrčice","http://ruian.linked.opendata.cz/resource/casti-obci/109215","http://ruian.linked.opendata.cz/resource/obce/513237"
"Lipec","http://ruian.linked.opendata.cz/resource/casti-obci/138762","http://ruian.linked.opendata.cz/resource/obce/513270"
"Dřevohostice","http://ruian.linked.opendata.cz/resource/casti-obci/33022","http://ruian.linked.opendata.cz/resource/obce/513229"
"Mrzky","http://ruian.linked.opendata.cz/resource/casti-obci/167169","http://ruian.linked.opendata.cz/resource/obce/513288"
"Velká Lečice","http://ruian.linked.opendata.cz/resource/casti-obci/178497","http://ruian.linked.opendata.cz/resource/obce/513539"
"České Chalupy","http://ruian.linked.opendata.cz/resource/casti-obci/105465","http://ruian.linked.opendata.cz/resource/obce/513661"
"Nová Ves","http://ruian.linked.opendata.cz/resource/casti-obci/105490","http://ruian.linked.opendata.cz/resource/obce/513661"
"Hradčany","http://ruian.linked.opendata.cz/resource/casti-obci/46698","http://ruian.linked.opendata.cz/resource/obce/513733"
"Luka","http://ruian.linked.opendata.cz/resource/casti-obci/88641","http://ruian.linked.opendata.cz/resource/obce/514161"
"Týn","http://ruian.linked.opendata.cz/resource/casti-obci/88650","http://ruian.linked.opendata.cz/resource/obce/514161"
"Lipník nad Bečvou I-Město","http://ruian.linked.opendata.cz/resource/casti-obci/414476","http://ruian.linked.opendata.cz/resource/obce/514705"
"Lipník nad Bečvou VI-Loučka","http://ruian.linked.opendata.cz/resource/casti-obci/414492","http://ruian.linked.opendata.cz/resource/obce/514705"
"Lipník nad Bečvou III-Nové Dvory","http://ruian.linked.opendata.cz/resource/casti-obci/414506","http://ruian.linked.opendata.cz/resource/obce/514705"
"Lipník nad Bečvou V-Podhoří","http://ruian.linked.opendata.cz/resource/casti-obci/414514","http://ruian.linked.opendata.cz/resource/obce/514705"
"Lipník nad Bečvou VII-Trnávka","http://ruian.linked.opendata.cz/resource/casti-obci/414522","http://ruian.linked.opendata.cz/resource/obce/514705"
"Pavlovice u Přerova","http://ruian.linked.opendata.cz/resource/casti-obci/118583","http://ruian.linked.opendata.cz/resource/obce/516694"
"Provodovice","http://ruian.linked.opendata.cz/resource/casti-obci/133949","http://ruian.linked.opendata.cz/resource/obce/517208"
"Ústí","http://ruian.linked.opendata.cz/resource/casti-obci/174831","http://ruian.linked.opendata.cz/resource/obce/520306"
"Tupec","http://ruian.linked.opendata.cz/resource/casti-obci/180858","http://ruian.linked.opendata.cz/resource/obce/520420"
